check,passed,detail
cvae\fold0\cvae_z4_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z4_seed43/selected epoch,True,
cvae\fold0\cvae_z4_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z4_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z4_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed43/prediction IDs,True,
cvae\fold0\cvae_z4_seed43/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z4_seed43/independent timing predictions,True,max_abs_error=2.872695925582036e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z4_seed43/independent trajectory MSE,True,max_abs_error=2.6969909638907552e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z4_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z4_seed43/variational sampling behaviour,True,
cvae\fold0\cvae_z4_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.36206257343292236, 'decoder_condition0_gradient': 22.452112197875977, 'encoder_condition1_gradient': 0.31376874446868896, 'decoder_condition1_gradient': 13.016671180725098, 'encoder_condition2_gradient': 0.5732370018959045, 'decoder_condition2_gradient': 19.693761825561523, 'encoder_condition3_gradient': 0.43852609395980835, 'decoder_condition3_gradient': 20.360370635986328, 'encoder_condition4_gradient': 0.5057629942893982, 'decoder_condition4_gradient': 15.12798023223877}"
cvae\fold0\cvae_z4_seed43/condition swap behaviour,True,
cvae\fold0\cvae_z4_seed44/effective flags,True,
cvae\fold0\cvae_z4_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z4_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z4_seed44/selected epoch,True,
cvae\fold0\cvae_z4_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z4_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z4_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed44/prediction IDs,True,
cvae\fold0\cvae_z4_seed44/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z4_seed44/independent timing predictions,True,max_abs_error=3.436431894598968e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z4_seed44/independent trajectory MSE,True,max_abs_error=2.960052492007037e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z4_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z4_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z4_seed44/variational sampling behaviour,True,
cvae\fold0\cvae_z4_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.47581589221954346, 'decoder_condition0_gradient': 16.728914260864258, 'encoder_condition1_gradient': 0.2869548797607422, 'decoder_condition1_gradient': 9.926172256469727, 'encoder_condition2_gradient': 0.7655280828475952, 'decoder_condition2_gradient': 13.085190773010254, 'encoder_condition3_gradient': 0.3597278296947479, 'decoder_condition3_gradient': 16.831340789794922, 'encoder_condition4_gradient': 0.40729397535324097, 'decoder_condition4_gradient': 19.01896858215332}"
cvae\fold0\cvae_z4_seed44/condition swap behaviour,True,
cvae\fold0\cvae_z8_seed42/effective flags,True,
cvae\fold0\cvae_z8_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z8_seed42/selected epoch,True,
cvae\fold0\cvae_z8_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z8_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z8_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed42/prediction IDs,True,
cvae\fold0\cvae_z8_seed42/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z8_seed42/independent timing predictions,True,max_abs_error=2.7410125724713907e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z8_seed42/independent trajectory MSE,True,max_abs_error=1.1917114295378894e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z8_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z8_seed42/variational sampling behaviour,True,
cvae\fold0\cvae_z8_seed42/condition gradients,True,"{'encoder_condition0_gradient': 1.8078519105911255, 'decoder_condition0_gradient': 12.787311553955078, 'encoder_condition1_gradient': 1.3565484285354614, 'decoder_condition1_gradient': 12.14317512512207, 'encoder_condition2_gradient': 1.7641286849975586, 'decoder_condition2_gradient': 17.351259231567383, 'encoder_condition3_gradient': 0.39320677518844604, 'decoder_condition3_gradient': 4.840483665466309, 'encoder_condition4_gradient': 2.029665231704712, 'decoder_condition4_gradient': 12.424386024475098}"
cvae\fold0\cvae_z8_seed42/condition swap behaviour,True,
cvae\fold0\cvae_z8_seed43/effective flags,True,
cvae\fold0\cvae_z8_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z8_seed43/selected epoch,True,
cvae\fold0\cvae_z8_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z8_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z8_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed43/prediction IDs,True,
cvae\fold0\cvae_z8_seed43/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z8_seed43/independent timing predictions,True,max_abs_error=4.1674804718283553e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z8_seed43/independent trajectory MSE,True,max_abs_error=1.0215759349563314e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z8_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z8_seed43/variational sampling behaviour,True,
cvae\fold0\cvae_z8_seed43/condition gradients,True,"{'encoder_condition0_gradient': 2.6773171424865723, 'decoder_condition0_gradient': 8.176107406616211, 'encoder_condition1_gradient': 1.65494704246521, 'decoder_condition1_gradient': 11.613585472106934, 'encoder_condition2_gradient': 2.326495409011841, 'decoder_condition2_gradient': 7.129344463348389, 'encoder_condition3_gradient': 0.42884525656700134, 'decoder_condition3_gradient': 4.5157389640808105, 'encoder_condition4_gradient': 2.4070677757263184, 'decoder_condition4_gradient': 19.89776039123535}"
cvae\fold0\cvae_z8_seed43/condition swap behaviour,True,
cvae\fold0\cvae_z8_seed44/effective flags,True,
cvae\fold0\cvae_z8_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold0\cvae_z8_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z8_seed44/selected epoch,True,
cvae\fold0\cvae_z8_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold0\cvae_z8_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold0\cvae_z8_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed44/prediction IDs,True,
cvae\fold0\cvae_z8_seed44/true timing,True,max_abs_error=2.6930236707300992e-08; atol=1e-07; rtol=1e-05
cvae\fold0\cvae_z8_seed44/independent timing predictions,True,max_abs_error=3.243255619622687e-08; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z8_seed44/independent trajectory MSE,True,max_abs_error=6.892394988078365e-09; atol=2e-06; rtol=2e-05
cvae\fold0\cvae_z8_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold0\cvae_z8_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold0\cvae_z8_seed44/variational sampling behaviour,True,
cvae\fold0\cvae_z8_seed44/condition gradients,True,"{'encoder_condition0_gradient': 1.9312794208526611, 'decoder_condition0_gradient': 15.941665649414062, 'encoder_condition1_gradient': 1.617268443107605, 'decoder_condition1_gradient': 11.899821281433105, 'encoder_condition2_gradient': 2.1729981899261475, 'decoder_condition2_gradient': 10.451780319213867, 'encoder_condition3_gradient': 0.5824927687644958, 'decoder_condition3_gradient': 12.234689712524414, 'encoder_condition4_gradient': 2.3750691413879395, 'decoder_condition4_gradient': 25.727041244506836}"
cvae\fold0\cvae_z8_seed44/condition swap behaviour,True,
cvae\fold1\cvae_z2_seed42/effective flags,True,
cvae\fold1\cvae_z2_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z2_seed42/selected epoch,True,
cvae\fold1\cvae_z2_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold1\cvae_z2_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z2_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed42/prediction IDs,True,
cvae\fold1\cvae_z2_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold1\cvae_z2_seed42/independent timing predictions,True,max_abs_error=3.341827392588925e-08; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z2_seed42/independent trajectory MSE,True,max_abs_error=4.5391845659992214e-07; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z2_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold1\cvae_z2_seed42/variational sampling behaviour,True,
cvae\fold1\cvae_z2_seed42/condition gradients,True,"{'encoder_condition0_gradient': 1.2212074995040894, 'decoder_condition0_gradient': 231.1007537841797, 'encoder_condition1_gradient': 1.2289988994598389, 'decoder_condition1_gradient': 224.63551330566406, 'encoder_condition2_gradient': 0.49525925517082214, 'decoder_condition2_gradient': 334.2594909667969, 'encoder_condition3_gradient': 1.3647630214691162, 'decoder_condition3_gradient': 94.9000473022461, 'encoder_condition4_gradient': 1.0021497011184692, 'decoder_condition4_gradient': 83.07960510253906}"
cvae\fold1\cvae_z2_seed42/condition swap behaviour,True,
cvae\fold1\cvae_z2_seed43/effective flags,True,
cvae\fold1\cvae_z2_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z2_seed43/selected epoch,True,
cvae\fold1\cvae_z2_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold1\cvae_z2_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z2_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed43/prediction IDs,True,
cvae\fold1\cvae_z2_seed43/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold1\cvae_z2_seed43/independent timing predictions,True,max_abs_error=2.881317140435158e-08; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z2_seed43/independent trajectory MSE,True,max_abs_error=4.89013672222427e-07; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z2_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold1\cvae_z2_seed43/variational sampling behaviour,True,
cvae\fold1\cvae_z2_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.676881730556488, 'decoder_condition0_gradient': 127.35311889648438, 'encoder_condition1_gradient': 0.6402682065963745, 'decoder_condition1_gradient': 85.054931640625, 'encoder_condition2_gradient': 0.7616084218025208, 'decoder_condition2_gradient': 60.01025390625, 'encoder_condition3_gradient': 0.4241330325603485, 'decoder_condition3_gradient': 61.99335479736328, 'encoder_condition4_gradient': 0.7711132764816284, 'decoder_condition4_gradient': 105.56733703613281}"
cvae\fold1\cvae_z2_seed43/condition swap behaviour,True,
cvae\fold1\cvae_z2_seed44/effective flags,True,
cvae\fold1\cvae_z2_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z2_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z2_seed44/selected epoch,True,
cvae\fold1\cvae_z2_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold1\cvae_z2_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z2_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed44/prediction IDs,True,
cvae\fold1\cvae_z2_seed44/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold1\cvae_z2_seed44/independent timing predictions,True,max_abs_error=2.6602935743191836e-08; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z2_seed44/independent trajectory MSE,True,max_abs_error=3.4906005907942017e-07; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z2_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z2_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold1\cvae_z2_seed44/variational sampling behaviour,True,
cvae\fold1\cvae_z2_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.3271752595901489, 'decoder_condition0_gradient': 54.83100128173828, 'encoder_condition1_gradient': 0.39310601353645325, 'decoder_condition1_gradient': 83.43175506591797, 'encoder_condition2_gradient': 0.7440833449363708, 'decoder_condition2_gradient': 92.05322265625, 'encoder_condition3_gradient': 0.887096643447876, 'decoder_condition3_gradient': 45.55644989013672, 'encoder_condition4_gradient': 0.5591766238212585, 'decoder_condition4_gradient': 77.18871307373047}"
cvae\fold1\cvae_z2_seed44/condition swap behaviour,True,
cvae\fold1\cvae_z3_seed42/effective flags,True,
cvae\fold1\cvae_z3_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z3_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z3_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z3_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold1\cvae_z3_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z3_seed42/selected epoch,True,
cvae\fold1\cvae_z3_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold1\cvae_z3_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold1\cvae_z3_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z3_seed42/prediction IDs,True,
cvae\fold1\cvae_z3_seed42/true timing,True,max_abs_error=4.922790530770271e-08; atol=1e-07; rtol=1e-05
cvae\fold1\cvae_z3_seed42/independent timing predictions,True,max_abs_error=2.9731750506023502e-08; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z3_seed42/independent trajectory MSE,True,max_abs_error=2.127075191538097e-07; atol=2e-06; rtol=2e-05
cvae\fold1\cvae_z3_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z3_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold1\cvae_z3_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold1\cvae_z3_seed42/variational sampling behaviour,True,
cvae\fold1\cvae_z3_seed42/condition gradients,True,"{'encoder_condition0_gradient': 4.44498348236084, 'decoder_condition0_gradient': 42.56987380981445, 'encoder_condition1_gradient': 3.2778286933898926, 'decoder_condition1_gradient': 84.47296905517578, 'encoder_condition2_gradient': 3.0027828216552734, 'decoder_condition2_gradient': 64.75165557861328, 'encoder_condition3_gradient': 1.8243128061294556, 'decoder_condition3_gradient': 126.96598815917969, 'encoder_condition4_gradient': 1.8543211221694946, 'decoder_condition4_gradient': 111.26687622070312}"
